text,original,label
"Currently, the utilization of Artificial Intelligence (AI) in industrial control, smart home, and other domains has garnered positive feedback. Nevertheless, AI technology necessitates specific computer performance criteria and also confronts challenges in network security, data analysis, human-computer interaction, and other areas. Currently, the visual platform of embedded systems has made significant progress in practical applications. However, its development has been greatly hindered by issues such as low overall development efficiency and unsteady system performance. This paper developed an AI-based EP Vision System (VS). The platform integrated embedded hardware design with the Support Vector Machine (SVM) algorithm to achieve intelligent robot interaction and target detection capabilities. According to the test results, under identical conditions, students and experts had positive ratings of System X at rates of 83.5% and 90% respectively, whereas negative evaluations were reported at rates of 16.5% and 10% respectively. Nevertheless, their favorable assessment of System Y only represented 19% and 4%, whereas the unfavorable assessment accounted for 81% and 96%. The percentage of favorable assessment for System X was much more than that for System Y, suggesting that System X is capable of meeting the practical application needs and enhancing the efficiency of system recognition to some degree. The study demonstrated a direct correlation between artificial intelligence (AI) technology and emotional intelligence (EP) vs (VS).","At present, the application of Artificial Intelligence (AI) in industrial control, smart home and other fields has received good response. However, AI technology has certain requirements for computer performance, and also faces problems in network security, data analysis, human-computer interaction, etc. At present, the visual platform of embedded system has achieved remarkable results in practical applications, but its development has been seriously hampered by problems such as low overall development efficiency and unstable system performance. This paper designed an EP Vision System (VS) based on AI technology. The platform combined the embedded hardware design with the Support Vector Machine (SVM) algorithm to realize the intelligent robot interaction and target detection functions. The test results showed that when other conditions were the same, students and experts had 83.5% and 90% positive evaluations of System X, and 16.5% and 10% negative evaluations respectively. However, their positive evaluation of System Y only accounted for 19% and 4%, while the negative evaluation accounted for 81% and 96%. The proportion of positive evaluation of System X was much higher than that of System Y, which indicated that System X can meet the actual application requirements and improve the system recognition efficiency to a certain extent. It showed the positive relationship between AI technology and EP VS.",1
"Implemented on contemporary smart automobiles. Several Artificial Intelligence foundation models have been suggested for intelligent sensing to identify familiar item categories in novel yet similar situations. Nevertheless, the basic models of smart sensing still face difficulties in accurately identifying all item types in both familiar and unfamiliar situations. This letter seeks to expand the scope of smart sensing research for intelligent cars. We begin by providing an overview of the existing foundation models that are commonly employed, as well as the fundamental intelligence required for the intelligent sensing of vehicles. Next, we elucidate the concept of Sora-based Parallel Vision, which aims to upgrade the underlying models of intelligent sensing from a basic level (1.0) to an advanced one (2.0) and ultimately to a comprehensive level (3.0). The text presents a number of illustrative case studies that demonstrate the possible applications of Sora-based Parallel Vision. It also outlines the future research path of this technology.","installed on the modern intelligent vehicles. Many Artificial Intelligence based foundation models have been proposed for smart sensing to recognize the known object classes in the new but similar scenarios. However, it is still challenging for the foundation models of smart sensing to detect all the object classes in both seen and unseen scenarios. This letter aims at pushing the boundary of smart sensing research for intelligent vehicles. We first summarize the current widely-used foundation models and the foundation intelligence needed for smart sensing of intelligent vehicles. We then explain Sora-based Parallel Vision to boost the foundation models of smart sensing from basic intelligence (1.0) to enhanced intelligence (2.0) and final generalized intelligence (3.0). Several representative case studies are discussed to show the potential usages of Sora-based Parallel Vision, followed by its future research direction.",1
"Utilizing AI and machine learning, namely the vision transformer technique, for bacterial detection shows great potential in addressing the shortcomings of conventional methods. This approach offers improved speed and accuracy in identifying disease-causing bacteria such as E. coli. Research is currently being conducted to evaluate the usefulness of water in microbiology, specifically in relation to the presence of coli and salmonella, which are important for human survival. This study presents a groundbreaking positional self-attention transformer model for categorizing bacterial colonies. By incorporating a positional self-attention mechanism, we improved the performance of the model, building upon the established success of transformer architectures in several fields. We introduced an innovative method for categorizing bacterial colonies by employing a positional self-attention transformer model. This enables the model to efficiently capture spatial linkages and patterns within bacterial colonies, hence leading to exceptionally precise categorization outcomes. The model was trained on a large collection of bacterial pictures, guaranteeing its resilience and ability to adapt to various colony kinds. The suggested approach effectively captured the spatial linkages and sequential patterns inherent in bacterial colony images, enabling more precise and resilient categorization. The suggested model exhibited exceptional performance, with a classification accuracy of 98.50% in identifying bacterial colonies. This innovative methodology outperforms conventional methods by successfully capturing complex spatial interactions within microbial structures, providing unparalleled precision in detecting small morphological differences. The model's capacity to adjust to various colony shapes and arrangements is a notable progress, with the potential to revolutionize the field of bacterial colony categorization using cutting-edge deep learning methods. The model's high classification accuracy indicates its potential for practical applications in early detection of infectious diseases and focused treatment development. This study's results highlight the efficacy of integrating positional self-attention into transformer models for image-based classification tasks, namely in the field of bacterial colony analysis.","The application of AI and machine learning, particularly the vision transformer method, in bacterial detection presents a promising solution to overcome limitations of traditional methods, offering faster and more accurate detection of disease-causing bacteria like E. coli and salmonella in water, crucial for human survival, with ongoing research to further assess its effectiveness in microbiology. This research introduces a revolutionary positional self-attention transformer model for the classification of bacterial colonies. Leveraging the proven success of transformer architectures in various domains, we enhanced the model's performance by integrating a positional self-attention mechanism. We presented a novel approach for bacterial colony classification utilizing a positional self-attention transformer model. This allows the model to effectively capture spatial relationships and patterns within bacterial colonies, contributing to highly accurate classification results. We trained the model on a substantial dataset of bacterial images, which ensures its robustness and generalization to diverse colony types. The proposed model adeptly captured the spatial relationships and sequential patterns inherent in bacterial colony images, allowing for more accurate and robust classification. The proposed model demonstrated remarkable performance, achieving an accuracy of 98.50% in the classification of bacterial colonies. This novel approach surpasses traditional methods by effectively capturing intricate spatial relationships within microbial structures, offering unprecedented accuracy in discerning subtle morphological variations. The model's adaptability to diverse colony shapes and arrangements marks a significant advancement, promising to redefine the landscape of bacterial colony classification through the lens of state-of-the-art deep learning techniques. The high classification accuracy attained by the model, suggests its potential for practical applications in the early diagnosis of infectious diseases and the development of targeted treatments. The findings of this study underscore the effectiveness of incorporating positional self-attention in transformer models for image-based classification tasks, particularly in the domain of bacterial colony analysis.",1
"An autonomous vehicle is a sophisticated and all-encompassing application of advanced technology. It incorporates functions such as scene perception, optimization calculation, multi-level assisted driving, and more. This is achieved through the use of computer vision, sensors, information fusion, information communication, high-performance computing, artificial intelligence, and automatic control technologies. Computer vision is a crucial component of autonomous driving, serving as a primary means of data processing. Furthermore, it introduces groundbreaking transformations to the forthcoming transportation system. Image processing and computer vision are crucial in autonomous driving as they allow vehicles to observe and comprehend their surroundings, leading to intelligent decision-making and control. This paper discusses the application of computer vision and artificial intelligence in automatic driving. It focuses on image processing technology, including camera and sensor technology, image acquisition and preprocessing, feature extraction, and object detection. The goal is to explore the use of computer vision algorithms in automatic driving. The study of lane keeping and recognition, obstacle detection and avoidance, and traffic signal and sign recognition holds immense practical importance.","Autonomous vehicle is a typical high-tech comprehensive application, including scene perception, optimization calculation, multi-level assisted driving and other functions, using computer vision, sensors, information fusion, information communication, high-performance computing, artificial intelligence and automatic control and other technologies. In these technologies, computer vision, as a direct entry point to data processing, is an integral part of autonomous driving. Secondly, it brings revolutionary changes to the future transportation system. The application of image processing and computer vision in autonomous driving plays a key role in enabling vehicles to perceive and understand the surrounding environment and achieve intelligent decision-making and control. Therefore, in combination with the application of computer vision and artificial intelligence in automatic driving, this paper expounds the image processing technology in automatic driving, including camera and sensor technology, image acquisition and preprocessing, feature extraction and object detection, so as to discuss the application of computer vision algorithm in automatic driving. The research on lane keeping and recognition, obstacle detection and avoidance, traffic signal and sign recognition is of great practical significance.",1
"Medical picture segmentation is an essential problem in computer vision, serving as a vital function in applications such as diagnostics, treatment planning, and medical research. This study investigates various techniques utilized in medical research to accomplish image segmentation. The techniques encompass a spectrum of methodologies, including conventional methods such as thresholding, edge detection, region-based and clustering, as well as contemporary artificial intelligence techniques, specifically deep learning methods. An in-depth analysis is conducted to assess the advantages and constraints of each approach. This research aims to analyze several architectures employed in medical picture segmentation, with a specific focus on evaluating their performance. The objective is to thoroughly examine various segmentation methods, providing a comparative analysis of their efficacy. This document explores the latest advancements in segmentation technology, focusing on significant advances that have the potential to greatly enhance the accuracy and efficiency of interpreting medical images. The study presents the outcomes of multiple approaches to medical image segmentation, along with an in-depth analysis of the strengths and weaknesses of the different techniques used. This is achieved through a thorough compilation and detailed critique of the results obtained from employing various segmentation strategies. This study improves our understanding of how these techniques can be utilized in the medical field, particularly in the domain of computer vision.","Medical image segmentation is a crucial task in computer vision, playing a pivotal role in applications such as diagnostics, treatment planning, and medical research. The present study explores a wide range of methodologies employed in the field of medical research to achieve image segmentation. These techniques range from traditional approaches based on thresholding, edge detection, region-based and clustering, to modern artificial intelligence methods, particularly deep learning techniques. The strengths and limitations of each method are thoroughly examined. This paper focuses on analyzing various architectures used for medical image segmentation, specifically evaluating their performance. It aims to delve deeply into the different segmentation methods, offering a comparative perspective on their effectiveness. Furthermore, This document delves into the most recent technological progress in segmentation, emphasizing major breakthroughs capable of transforming the precision and productivity of analyzing medical images. Through an exhaustive compilation and detailed critique of the results obtained by employing a range of segmentation strategies, the study presents the outcomes of multiple approaches, accompanied by an in-depth analysis of the strengths and weaknesses inherent to the various techniques applied to medical image segmentation. This research enhances the comprehension of how these methods can be applied within the medical sector, especially in the area of computer vision.",1
"This paper presents a study that uses artificial intelligence (AI) to apply computer vision algorithms for identifying human emotions in video recordings while users interact with various visual stimuli. The research seeks to reveal the development of software that can detect emotions by utilizing AI algorithms and image processing pipelines to recognize users' facial expressions. The procedure entails evaluating users using visual stimuli and facilitating the application of computer vision algorithms that are in line with psychology theories that define emotions and their discernible characteristics. The study showcases the viability of using convolutional neural networks (CNN) and software development and training based on facial expressions to accurately identify emotions. The results demonstrate successful emotion detection. However, in order to enhance precision, further training is required for settings that involve a wider range of images and the implementation of additional algorithms to differentiate closely related emotional patterns. The discussion and conclusions highlight the inherent capabilities of artificial intelligence. The utilization of computer vision algorithms in emotion detection offers valuable insights into software development, continuous training, and the dynamic nature of emotion identification technologies. Additional training is required for situations involving a wider range of photos, coupled with the development of more advanced algorithms that can accurately differentiate between facial expressions that closely resemble each other in terms of emotional patterns. This will improve the level of certainty and accuracy.","This paper introduces a study employing artificial intelligence (AI) to utilize computer vision algorithms for detecting human emotions in video content during user interactions with diverse visual stimuli. The research aims to unveil the creation of software capable of emotion detection by leveraging AI algorithms and image processing pipelines to identify users' facial expressions. The process involves assessing users through images and facilitating the implementation of computer vision algorithms aligned with psychological theories defining emotions and their recognizable features. The study demonstrates the feasibility of emotion recognition through convolutional neural networks (CNN) and software development and training based on facial expressions. The results highlight successful emotion identification; however, precision improvement necessitates further training for contexts with more diverse images and additional algorithms to distinguish closely related emotional patterns. The discussion and conclusions emphasize the potential of A.I. and computer vision algorithms in emotion detection, providing insights into software development, ongoing training, and the evolving landscape of emotion recognition technology. Further training is necessary for contexts with more diverse images, alongside additional algorithms that can effectively distinguish between facial expressions depicting closely related emotional patterns, enhancing certainty and accuracy.",1
"The face is the primary and indispensable component of the human body, and due to its unique characteristics, it plays a vital role in the identification of individuals. Facial recognition technology (FRT) is a highly successful and captivating technology of the contemporary day. Following the COVID-19 epidemic, there is a global shift towards the adoption of contactless Facial Recognition Technology (FRT). Thanks to its non-contact biometric features, Facial Recognition Technology (FRT) is gaining significant popularity on a global scale. Companies are substituting traditional fingerprint scanners with artificial intelligence-powered facial recognition technology (FRT), which is creating significant opportunities in the business sector. Security and surveillance, authentication/access control systems, digital healthcare, and photo retrieval are among the domains where its utilization has become indispensable. In this communication, we discussed the worldwide implementation of Facial Recognition Technology (FRT), its increasing popularity in the market, its application in different industries, as well as the obstacles and growing concerns associated with it, with a particular focus on India and globally.","The face is the most essential part of the human body, and because of its distinctive traits, it is crucial for recognizing people. Facial recognition technology (FRT) is one of the most successful and fascinating technologies of the modern times. The world is moving towards contactless FRT after the COVID-19 pandemic. Due to its contactless biometric characteristics, FRT is becoming quite popular worldwide. Businesses are replacing conventional fingerprint scanners with artificial intelligence—based FRT, opening up enormous commercial prospects. Security and surveillance, authentication/access control systems, digital healthcare, photo retrieval, etc., are some sectors where its use has become essential. In the present communication, we presented the global adoption of FRT, its rising trend in the market, utilization of the technology in various sectors, its challenges and rising concerns with special reference to India and worldwide.",1
"Advancements in technology have allowed computers to accurately detect and classify facial expressions in order to ascertain an individual's emotional state in a still image or a video. Facial Expression Recognition (FER) has emerged as a highly prominent study field in computer vision. Lately, deep facial expression recognition (FER) systems have mainly focused on tackling two major obstacles: the issue of overfitting caused by a lack of sufficient training data, and the existence of expression-unrelated changes such as lighting conditions, head position, image quality, and biases related to individual identities. This work presents a thorough examination of deep facial expression recognition (FER), including an analysis of techniques and datasets that provide valuable information about these inherent challenges. This study begins by providing a comprehensive chronology that illustrates the development of techniques and datasets in the field of deep facial expression recognition (FER). This timeline depicts the advancement and evolution of the methodologies and data sources employed in Facial Expression Recognition (FER). Next, a thorough examination of Facial Expression Recognition (FER) methods is presented, encompassing the fundamental principles of FER (such as preprocessing, feature extraction, classification, etc.) spanning from the era of traditional methods utilizing manually designed features (e.g., SVM and HOG) to the era of deep learning. Additionally, a concise overview is given about the benchmark datasets, which are divided into two categories: controlled environments (lab) and uncontrolled environments (in the wild). These datasets are utilized to assess various facial expression recognition (FER) approaches, and a comparison of different FER models is also shown. The paper discusses the current deep neural networks and training methods used for Facial Expression Recognition (FER), focusing on both static photos and dynamic image sequences. The text identifies the remaining obstacles and the related possibilities in Facial Expression Recognition (FER), as well as the future paths for creating strong and reliable deep FER systems.","Recent technological developments have enabled computers to identify and categorize facial expressions to determine a person’s emotional state in an image or a video. This process, called “Facial Expression Recognition (FER)”, has become one of the most popular research areas in computer vision. In recent times, deep FER systems have primarily concentrated on addressing two significant challenges: the problem of overfitting due to limited training data availability, and the presence of expression-unrelated variations, including illumination, head pose, image resolution, and identity bias. In this paper, a comprehensive survey is provided on deep FER, encompassing algorithms and datasets that offer insights into these intrinsic problems. Initially, this paper presents a detailed timeline showcasing the evolution of methods and datasets in deep facial expression recognition (FER). This timeline illustrates the progression and development of the techniques and data resources used in FER. Then, a comprehensive review of FER methods is introduced, including the basic principles of FER (components such as preprocessing, feature extraction and classification, and methods, etc.) from the pro-deep learning era (traditional methods using handcrafted features, i.e., SVM and HOG, etc.) to the deep learning era. Moreover, a brief introduction is provided related to the benchmark datasets (there are two categories: controlled environments (lab) and uncontrolled environments (in the wild)) used to evaluate different FER methods and a comparison of different FER models. Existing deep neural networks and related training strategies designed for FER, based on static images and dynamic image sequences, are discussed. The remaining challenges and corresponding opportunities in FER and the future directions for designing robust deep FER systems are also pinpointed.",1
"Advancements in technology have allowed computers to analyze and classify facial expressions in order to ascertain an individual's emotional state in a still image or a video. Facial Expression Recognition (FER) is a widely studied topic in computer vision. Lately, deep facial expression recognition (FER) systems have mainly focused on tackling two major obstacles: the issue of overfitting caused by a lack of sufficient training data, and the existence of expression-unrelated changes, such as lighting conditions, head position, image quality, and bias towards specific individuals. This study presents a thorough examination of deep Facial Expression Recognition (FER), covering the techniques and datasets that provide valuable information about these inherent challenges. This work begins by providing a comprehensive timeline that illustrates the progression of techniques and datasets used in deep facial expression recognition (FER). This timeline demonstrates the evolution and advancement of the methodologies and data sources employed in Facial Expression Recognition (FER). Next, this paper presents a thorough examination of Facial Expression Recognition (FER) methods, encompassing the fundamental principles of FER such as preprocessing, feature extraction, classification, and various techniques. The review spans from the traditional era of FER, which relied on manually crafted features like SVM and HOG, to the current era of deep learning. Furthermore, a concise overview is given about the benchmark datasets, which may be classified into two categories: controlled environments (lab) and uncontrolled environments (in the wild). These datasets are utilized to assess various facial expression recognition (FER) approaches, as well as to compare different FER models. The paper discusses the current deep neural networks and training methodologies used for Facial Expression Recognition (FER), focusing on both static photos and dynamic image sequences. The text identifies the remaining obstacles and the related possibilities in Facial Expression Recognition (FER), as well as the future paths for creating resilient deep FER systems.","Recent technological developments have enabled computers to identify and categorize facial expressions to determine a person’s emotional state in an image or a video. This process, called “Facial Expression Recognition (FER)”, has become one of the most popular research areas in computer vision. In recent times, deep FER systems have primarily concentrated on addressing two significant challenges: the problem of overfitting due to limited training data availability, and the presence of expression-unrelated variations, including illumination, head pose, image resolution, and identity bias. In this paper, a comprehensive survey is provided on deep FER, encompassing algorithms and datasets that offer insights into these intrinsic problems. Initially, this paper presents a detailed timeline showcasing the evolution of methods and datasets in deep facial expression recognition (FER). This timeline illustrates the progression and development of the techniques and data resources used in FER. Then, a comprehensive review of FER methods is introduced, including the basic principles of FER (components such as preprocessing, feature extraction and classification, and methods, etc.) from the pro-deep learning era (traditional methods using handcrafted features, i.e., SVM and HOG, etc.) to the deep learning era. Moreover, a brief introduction is provided related to the benchmark datasets (there are two categories: controlled environments (lab) and uncontrolled environments (in the wild)) used to evaluate different FER methods and a comparison of different FER models. Existing deep neural networks and related training strategies designed for FER, based on static images and dynamic image sequences, are discussed. The remaining challenges and corresponding opportunities in FER and the future directions for designing robust deep FER systems are also pinpointed.",1
"Facial recognition is a widely recognized and highly regarded area of study within the subject of Computer Vision, particularly due to the progress made in deep learning and the availability of extensive datasets. Facial recognition technology has made substantial advancements and is extensively utilized in practical situations. A comprehensive facial recognition system comprises three primary components: facial recognition, orientation, and representation. This method use deep convolutional neural networks to identify and align faces to a standard perspective, as well as extract information for recognition. This article offers a comprehensive summary of the most recent progress in various domains, demonstrating how deep learning has significantly improved their capabilities. The field of object detection in machine vision is a complex topic that necessitates substantial enhancements. Although picture classification accuracy has reached approximately 2.25%, surpassing human performance, object identification algorithms are still in their initial development phases. Presently, algorithms are able to attain a maximum of 40.8 Mean Average Precision Scores (MAPS) when applied to contemporary items. Therefore, it is of utmost importance to meticulously choose the dataset in order to obtain the most favorable outcomes.","Facial recognition is a well-established and popular field in Computer Vision, especially with advancements in deep learning and data sets. Deep facial recognition has made significant progress and is widely applied in real-world scenarios. A complete facial recognition system involves three main components: facial recognition, orientation, and representation. This system detects faces, aligns them to a standard view, and extracts features for recognition using deep convolutional neural networks. This article provides a detailed overview of the latest advancements in these areas, showing how deep learning has greatly enhanced their abilities. Object detection in machine vision is a challenging area that requires significant improvements. While image classification accuracy is nearing 2.25%, surpassing human performance, object detection algorithms are still in the early stages. Current algorithms achieve only 40.8 MAPS on modern objects, so careful dataset selection is crucial for optimal results.",1
"Facial recognition technology (FRT) is an artificial intelligence (AI)-based technology employed during the COVID-19 pandemic to manage the transmission of the virus. As preparations for future pandemics are now in progress, this technology is seen as an effective tool for monitoring affected persons and gathering real-time surveillance data. When used correctly, Facial Recognition Technology (FRT) can assist governments in implementing public health surveillance. This refers to the organized gathering, storage, utilization, and distribution of personal information to identify and control the spread of diseases. However, FRT also poses ethical and legal dilemmas. These include the potential use of FRT without obtaining consent from the individuals being monitored, the safeguarding of biometric data collected during surveillance, and the possibility of this information being utilized for purposes other than public health. Although widely implemented in nations like Russia and China, western jurisdictions are significantly more hesitant to embrace it, both for pandemic-related objectives and in other contexts.","Facial recognition technology (FRT) is one of several artificial intelligence (AI)-based technologies used during the COVID-19 pandemic to control the spread of the virus. As planning for future pandemics is currently underway, this technology is envisioned as an efficient tool to track infected individuals and collect real-time surveillance data. When properly used, FRT can support governments’ strategies to implement public health surveillance, which is defined in the literature as ‘the systematic collection, storage, usage, and dissemination of personal information to identify an outbreak and mitigate the spread of disease’.
Nonetheless, FRT presents some ethical and legal challenges, such as its use without ensuring consent from the individuals under surveillance, the protection of biometric data collected through surveillance, and the risk of using this information for other purposes besides public health. Despite being widely deployed in countries such as Russia and China, for pandemic purposes and beyond, western jurisdictions are much more reluctant to adopt it.",1
"Amidst the COVID-19 outbreak, Delhi, India, encountered a critical problem when almost 1,500 people who tested positive for COVID-19 disappeared. During public health emergencies, such as pandemics, natural disasters, or other calamities, hospitals and medical centers encounter a sudden surge of patients. Hospital management encounters challenges in effectively managing patient flow, particularly when patients need to be transferred between facilities or when new temporary healthcare facilities are established. These issues can lead to a rise in missing person situations. Patients may unintentionally be isolated from their family. The human face possesses a distinctive biometric system capable of ascertaining an individual's age, gender, mood, and even verifying their identity. Utilizing the capabilities of deep learning and artificial intelligence, computer vision plays a crucial role in Patient Identification. This study introduces an advanced patient face detection model that combines a twofold approach. The first component utilizes MTCNN, a cutting-edge multi-task cascaded convolution neural network, for face detection and alignment. The second component employs FaceNet, a well-known convolutional neural network (CNN) algorithm for face embedding. Finally, a KNN algorithm is used as a classifier to achieve an impressive accuracy rate of 97.1%. In order to prioritize public safety during the pandemic, we have developed a Resnet34 model specifically designed for detecting masks. This model has been trained using the Face Mask Detection dataset and has achieved an impressive accuracy rate of 97%. This work not only focuses on the urgent issues related to patient identification and safety during crises, but also has implications for wider healthcare applications. The offered models present potential opportunities for improving patient care and security.","During the COVID-19 pandemic, Delhi, India, faced a pressing issue where approximately 1,500 COVID-19-positive patients went missing. In public health emergencies, such as pandemics, natural disasters, or other calamities, hospitals, and medical centres experience a sudden influx of patients, and hospital management faces difficulties in keeping track of patients, especially when they need to be moved between facilities or when new temporary healthcare facilities are set up. As a consequence of these challenges, there can be an increase in missing person cases. Patients may be inadvertently separated from their families. The human face is a unique biometric system that can determine the age, gender, mood, of an individual, and even identity for verification purposes. Harbouring the power of deep learning and artificial intelligence, one of the most important applications of computer vision is Patient Identification. In this study, we have proposed a state-of-the-art patient face detection model using a twofold model that uses MTCNN short for “multi-task cascaded convolution neural network” for face detection and alignment purposes with a FaceNet Convolutional Neural Network (CNN) a renowned face embedding algorithm finally with KNN algorithm as a classifier to get an accuracy of 97.1%. Also, to ensure public safety during the pandemic we have constituted a Resnet34 model for mask detection trained on the Face Mask Detection dataset with an accuracy of 97%. This study not only addresses the immediate challenges of patient identification and safety during crises but also carries implications for broader healthcare applications. The proposed models offer promising avenues for enhancing patient care and security.",1
"Well-being is a fundamental aspect of positive psychology, renowned for its beneficial impact on both the personal and professional aspects of individuals, as well as on teams and organizations. Comprehending and advocating for personal well-being is crucial for the health and sustained achievement of staff members. However, existing methods for evaluating subjective well-being rely on lengthy surveys and questionnaires, which hinder the ability to offer immediate feedback necessary for increasing awareness and modifying individual conduct. This research presents a framework for comprehending the process of non-verbal communication in cooperation. It utilizes video data to uncover important factors that can predict an individual's well-being in a team setting. The system utilizes advanced video acquisition methods and cutting-edge artificial intelligence tools to extract specific, comparative, and contextual features from panoramic video footage. Each time series undergoes statistical analysis, resulting in the creation of a dataset consisting of 125 features. These features are subsequently connected to PERMA surveys, which were designed within the field of positive psychology and measure Positive Emotion, Engagement, Relationships, Meaning, and Accomplishments. Machine learning algorithms are used to assess each component of the PERMA model as either a regression or classification problem. The methodology we employed was implemented in a specific instance, wherein 80 students participated in 20 groups over the course of one week, working together on a team assignment in a physical, in-person environment. As a result, we were able to develop multiple hypotheses that pinpoint the characteristics that influence an individual's well-being in a team setting. These encouraging findings indicate intriguing possibilities for further research, such as integrating various forms of media to analyze the personal well-being of individuals in a team setting.","Well-being is one of the pillars of positive psychology, which is known to have positive effects not only on the personal and professional lives of individuals but also on teams and organizations. Understanding and promoting individual well-being is essential for staff health and long-term success, but current tools for assessing subjective well-being rely on time-consuming surveys and questionnaires, which limit the possibility of providing the real-time feedback needed to raise awareness and change individual behavior. This paper proposes a framework for understanding the process of non-verbal communication in teamwork, using video data to identify significant predictors of individual well-being in teamwork. It relies on video acquisition technologies and state-of-the-art artificial intelligence tools to extract individual, relative, and environmental characteristics from panoramic video. Statistical analysis is applied to each time series, leading to the generation of a dataset of 125 features, which are then linked to PERMA (Positive Emotion, Engagement, Relationships, Meaning, and Accomplishments) surveys developed in the context of positive psychology. Each pillar of the PERMA model is evaluated as a regression or classification problem using machine learning algorithms. Our approach was applied to a case study, where 80 students collaborated in 20 teams for a week on a team task in a face-to-face setting. This enabled us to formulate several hypotheses identifying factors influencing individual well-being in teamwork. These promising results point to interesting avenues for research, for instance fusing different media for the analysis of individual well-being in teamwork.",1
"Face recognition plays a crucial role in a wide range of applications, including security, surveillance, and authentication. Many households have installed closed-circuit television (CCTV) cameras for the purpose of enhancing safety and identifying individuals. The purpose of these CCTV cameras is to ensure safety and identify individuals who visit their homes. In a select highly protected locations, access for unknown intruders is severely restricted. This study focuses on a system that use machine learning and artificial intelligence algorithms to identify the face of an intruder through a surveillance camera. The specified design is effectively realized using the HOG feature extraction and SVM classification algorithms. It accurately classifies the faces in a video stream provided as input. The primary aim of this study is to identify individuals' faces in a video using a HOG feature extractor. The faces will then be classified using SVM, allowing the machine to distinguish between authorized personnel working for the business and potential intruders.","Face recognition has a very important role in various applications, from security, surveillance to authentication. For safety most of the household is having CC cameras such that they could recognize the persons from it. These CCTV are allocated for having safety and to know who visited their houses. In few highly secured places where allowance to any unknown intruder is strictly prohibited. Thereby, this paper deals with a system which could recognize the face of the intruder through surveillance camera using ML and AI based algorithms. The design specified is successfully implemented using HOG feature extraction and SVM classification algorithms and it classifies the faces for a video stream given as input. The major objective entitled to this paper is to recognize the faces of people from the video by HOG feature extractor and classify them using SVM and train the machine to tell who is the person working for the organization and who are the intruder.",1
"The expanding population results in a larger consumer base, which in turn places greater demands on resources to meet the increasing needs of consumers on a daily basis. Given that technology is being employed to address various issues, it is reasonable to consider its application in resolving this particular problem as well. The concept aims to enhance the convenience and sophistication of the supermarket experience by eliminating the need for cashiers and queues, thereby enabling a seamless shopping experience. This project utilizes Artificial Intelligence and Internet of Things to automate the operations of a supermarket, resulting in improved efficiency. To gain access, an individual just needs to enter the premises after scanning their QR code using the designated application, which contains their distinctive identification number. The system will document the customer's presence within the store. The shopping carts and baskets are equipped with sensors that can detect the presence or removal of products. The merchandise are positioned on shelves equipped with pressure sensors that can identify any instance of a product being lifted. These shelves are inaccessible and may only be opened with your shopping cards. Upon reaching the counter, simply swipe your card once more. The amount corresponding to your purchase will be withdrawn from your account, and you will receive a receipt. We anticipate offering this technology to many supermarket chains domestically and internationally, assisting them in its implementation through a modest one-time expenditure.","The growing population also leads to a growing consumer base which increases the load and resources to cater the needs of the day-by-day increasing consumers. Just as technology is being used to solve all the problems so why not this one. The idea is to make a more convenient and advanced super market experience, where there are no cashiers or lines so that we can shop hassle free. This project implements Artificial Intelligence and Internet of Things to automate a supermarket for better efficiency. A person just needs to walk in after scanning their QR code through the app with their unique ID on it. It will record the customer's presence in the shop. The shopping carts and baskets have sensors on them, which can detect the product entering or being taken out. The products are placed on shelves which have pressure sensors to detect if any product is picked up. These shelves are closed and they only open with your shopping cards. When you reach the counter, you only have swipe your card again and money will be deducted from your account according to your purchase and a receipt will be given. We look forward to provide this technology to various super market chains in the country and abroad and help them implement it with a nominal one time investment.",1
